,Country,Entity,License requirement,License review policy,Federal Register citation
463,"CHINA, PEOPLE'S REPUBLIC OF","HiSilicon Technologies Co., Ltd (HiSilicon), Bantian Longgang District, Shenzhen, 518129, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
464,"CHINA, PEOPLE'S REPUBLIC OF","HiSilicon Tech (Suzhou) Co., Ltd., Suzhou, Jiangsu, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29852, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
465,"CHINA, PEOPLE'S REPUBLIC OF","HMN International Co., Ltd., a.k.a. the following one alias:
âHuahai Communication International Co., Ltd.

 Room 08, 43/F., Far East Finance Centre, No. 16 Harcourt Road, Admiralty, Hong Kong.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21."
466,"CHINA, PEOPLE'S REPUBLIC OF","Hong Chun Tai, Unit 27B, Block 8, Monte Vista, 9 Sha On Street, Ma On Shan New Territories, Hong Kong; and Unit 7A, Nathan Commercial Building, 430â436 Nathan Road Kowloon, Hong Kong; and Room D, Block 1, 6/F International Industrial Centre, 2â8 Kwei Tei Street, Shatin, New Territories, Hong Kong; and Unit 9B, Nathan Commercial Building, 430â436 Nathan Road Kowloon, Hong Kong.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"75 FR 1701, 1/13/10.
85 FR 83769, 12/23/20."
467,"CHINA, PEOPLE'S REPUBLIC OF","Hong Kong Cheung Wah Electronics Technology Company Limited, Flat D, 14/F., On Fook Ind. Bldg. 41â45 Kwai Fung Crescent, Kwai Chung, N.T., Hong Kong; and Room 2307, Dynamic World Bldg., Zhenzhong Road, Futian District, Shenzhen, China.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21."
468,"CHINA, PEOPLE'S REPUBLIC OF","Hong Kong Fung Tak Enterprise, FLAT/RM A 30, 9/F Silvercorp International Tower, 707â713, Nathan Road, Mongkok, Kowloon, Hong Kong.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 59421, 9/22/20.
85 FR 83769, 12/23/20."
469,"CHINA, PEOPLE'S REPUBLIC OF","Hongtai Electric Ltd., Room Number 2002, 20th Floor, Building B, Jinsha Winera Plaza, Number 1, Shujin Road, Qingyang District, Chengdu, Sichuan, 610091, China; and RMB 14/F Wah Hen Comm Center, 383 Hennessy Road, Wanchai, Hong Kong.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),See Â§Â§ 744.2(d) and 744.3(d),"88 FR 13675, 3/6/23."
470,"CHINA, PEOPLE'S REPUBLIC OF","Hoshine Silicon Industry (Shanshan) Co., Ltd., a.k.a., the following one alias:
âHesheng Silicon Industry (Shanshan) Co., Ltd.
Xinjiang East: West of Kekeya Road, Stone Industrial Park, Shanshan County, Turpan City, Xinjiang (Hesheng Industrial Park), China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),"Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR","86 FR 33120, 6/24/21."
471,"CHINA, PEOPLE'S REPUBLIC OF","HSJ Electronics, a.k.a., the following two aliases:
âHSJ Electronic Hong Kong Limited; and
âShenzhen HSJ Electronics Co. Ltd.

 Room 803, Chevalier House 45â51, Chatham Road South, Tsim Sha Tsui, Hong Kong; and 10/F Kras Asia Industrial Building 79 Hung to Road, Kowloon, Hong Kong; and 19/F Pat Tat Industrial Building, 1 Pat Tat Street, San Po Kong, Kowloon, Hong Kong; and Room 6905, SEG Plaza, Futian, Shenzhen, China; and Room 831, Nanguang Building, Shennan Middle Road, Futian, Shenzhen, China; and 3f, N, 2 East Technology Park Tongsheng Industrial Park Dalang Town Baoan District, Shenzhen, Guangdong, China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21.
87 FR 77508, 12/19/22."
472,"CHINA, PEOPLE'S REPUBLIC OF","Hua Ying Management Co. Limited, Tsim Sha Tsui, Kowloon, Hong Kong.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 85 FR 83769, 12/23/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
473,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Beijing, Beijing, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
474,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Computing Technology, Huawei Cloud Data Center, Xinggong Road, Qianzhong Avenue, Gui'an New District, Guizhou Province, China; and Huawei Cloud Data Center, Jiaotianfu Road, Jinma Avenue, Gui'an New District, Guizhou Province, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
475,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Dalian, Dalian, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
476,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Guangzhou, Guangzhou, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
477,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Guiyang, Guiyang, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
478,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Hong Kong, Hong Kong.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 85 FR 52901, 8/27/20. 86 FR 12531, 3/4/21. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
479,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Shanghai, Shanghai, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
480,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Cloud Shenzhen, Shenzhen, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
481,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Device Co., Ltd., a.k.a., the following two aliases:
âHuawei Device; and
âSongshan Lake Southern Factory.

 Dongguan, Guangdong, China and No. 2 Xincheng Avenue, Songshan Lake Road, Dongguan City, Guangdong, China; and Songshan Lake Base, Guangdong, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
482,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Device (Dongguan) Co., Ltd., Dongguan, Guangdong, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
483,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Device (Hong Kong) Co., Limited, Tsim Sha Tsui, Kowloon, Hong Kong.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 85 FR 83769, 12/23/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
484,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Device (Shenzhen) Co., Ltd., Shenzhen, Guangdong, China and Building 2, Zone B, Huawei Base, Bantian, Longgang District, Shenzhen, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
485,"CHINA, PEOPLE'S REPUBLIC OF","Huawei International Co., Limited, Hong Kong.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 85 FR 83769, 12/23/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
486,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Machine Co., Ltd., Dongguan, Guangdong, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
487,"CHINA, PEOPLE'S REPUBLIC OF","Huawei OpenLab Suzhou, a.k.a., the following one alias:
âHuawei Suzhou OpenLab, Suzhou, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
488,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Software Technologies Co., Ltd., Nanjing, Jiangsu, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
489,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Tech. Investment Co., Limited, Hong Kong.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 85 FR 83769, 12/23/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
490,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Technical Service Co., Ltd., China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
491,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Technologies Co., Ltd., a.k.a., the following two aliases:
âShenzhen Huawei Technologies; and
âHuawei Technology, and to include the following addresses and the following 22 affiliated entities:

 Addresses for Huawei Technologies Co., Ltd.: Bantian Huawei Base, Longgang District, Shenzhen, 518129, China; and No. 1899 Xi Yuan Road, High-Tech West District, Chengdu, 611731; and C1, Wuhan Future City, No. 999 Gaoxin Ave., Wuhan, Hebei Province; and Banxuegang Industrial Park, Buji Longgang, Shenzhen, Guangdong, 518129, China; and R&D Center, No. 2222, Golden Bridge Road, Pu Dong District, Shanghai, China; and Zone G, Huawei Base, Bantian, Longgang District, Shenzhen, China; and Tsim Sha Tsui, Kowloon, Hong Kong.
Affiliated entities:
 Beijing Huawei Longshine Information Technology Co., Ltd., a.k.a., the following one alias:
âBeijing Huawei Longshine, to include the following subordinate. Q80â3â25R, 3rd Floor, No. 3, Shangdi Information Road, Haidian District, Beijing, China.
 Hangzhou New Longshine Information Technology Co., Ltd., Room 605, No. 21, Xinba, Xiachang District, Hangzhou, China.
 Hangzhou Huawei Communication Technology Co., Ltd., Building 1, No. 410, Jianghong Road, Changhe Street, Binjiang District, Hangzhou, Zhejiang, China.
 Hangzhou Huawei Enterprises, No. 410 Jianghong Road, Building 1, Hangzhou, China.
 Huawei Digital Technologies (Suzhou) Co., Ltd., No. 328 XINHU STREET, Building A3, Suzhou (Huawei R&D Center, Building A3, Creative Industrial Park, No. 328, Xinghu Street, Suzhou), Suzhou, Jiangsu, China.
 Huawei Marine Networks Co., Ltd., a.k.a., the following one alias:
âHuawei Marine;
 HMN Technologies;
 Huahai Zhihui Technology Co., Ltd.; and
HMN Tech.
 Building R4, No. 2 City Avenue, Songshan Lake Science & Tech Industry Park, Dongguan, 523808, and No. 62, Second Ave., 5/Fâ6/F, TEDA, MSDâB2 Area, Tianjin Economic and Technological Development Zone, Tianjin, 300457, China.
 Huawei Mobile Technology Ltd., Huawei Base, Building 2, District B, Shenzhen, China.
 Huawei Tech. Investment Co., U1 Building, No. 1899 Xiyuan Avenue, West Gaoxin District, Chengdu City, 611731, China.
 Huawei Technology Co., Ltd. Chengdu Research Institute, No. 1899, Xiyuan Ave., Hi-Tech Western District, Chengdu, Sichuan Province, 610041, China.
 Huawei Technology Co., Ltd. Hangzhou Research Institute, No. 410, Jianghong Rd., Building 4, Changhe St., Binjiang District, Hangzhou, Zhejiang Province, 310007, China.
 Huawei Technologies Co., Ltd. Beijing Research Institute, No. 3, Xinxi Rd., Huawei Building, ShangDi Information Industrial Base, Haidian District, Beijing, 100095, China; and No. 18, Muhe Rd., Building 1â4, Haidian District, Beijing, China.
 Huawei Technologies Co., Ltd. Material Characterization Lab, Huawei Base, Bantian, Shenzhen 518129, China.
 Huawei Technologies Co., Ltd. Xi'an Research Institute, National Development Bank Building (Zhicheng Building), No. 2, Gaoxin 1st Road, Xi'an High-tech Zone, Xi'an, China.
 Huawei Terminal (Shenzhen) Co., Ltd., Huawei Base, B1, Shenzhen, China.
 Nanchang Huawei Communication Technology, No. 188 Huoju Street, F10â11, Nanchang, China.
 Ningbo Huawei Computer & Net Co., Ltd., No. 48 Daliang Street, Ningbo, China.
 Shanghai Huawei Technologies Co., Ltd., R&D center, No. 2222, Golden Bridge Road, Pu Dong District, Shanghai, 286305 Shanghai, China, China.
 Shenzhen Huawei Anjiexin Electricity Co., Ltd., a.k.a., the following one alias:
âShenzhen Huawei Agisson Electric Co., Ltd.
 Building 2, Area B, Putian Huawei Base, Longgang District, Shenzhen, China; and Huawei Base, Building 2, District B, Shenzhen, China.
 Shenzhen Huawei New Technology Co., Ltd., Huawei Production Center, Gangtou Village, Buji Town, Longgang District, Shenzhen, China.
 Shenzhen Huawei Technology Service, Huawei Base, Building 2, District B, Shenzhen, China.
 Shenzhen Huawei Technologies Software, Huawei Base, Building 2, District B, Shenzhen, China.
 Zhejiang Huawei Communications Technology Co., Ltd., No. 360 Jiangshu Road, Building 5, Hangzhou, Zhejiang, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 84 FR 43495, 8/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 86 FR 71559, 12/17/21. 87 FR 6026, 2/3/22. 87 FR 8182, 2/14/22. 87 FR 21012, 4/11/22. 87 FR 55250, 9/9/22."
492,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Technologies Service Co., Ltd., Langfang, Hebei, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
493,"CHINA, PEOPLE'S REPUBLIC OF","Huawei Training (Dongguan) Co., Ltd., Dongguan, Guangdong, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
494,"CHINA, PEOPLE'S REPUBLIC OF","Huayi Internet Information Service Co., Ltd., Shenzhen, Guangdong, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
495,"CHINA, PEOPLE'S REPUBLIC OF","Huayuanshitong Technology Co. Ltd., a.k.a., the following two aliases:
âShenzhen Huayuanshitong Technology Limited; and
âHK Huayuanshitong Technology Limited.

 Middle Shennan Road Block B, Jiahe Huaquiang Building, Room 1309, Futian District, Shenzhen, Guangdong, China; and Zhenhua Road, Gaokede Electronics Market, Room 62826, Futian District, Shenzhen, Guangdong, China; and 1002 Seg Plaza, 32nd Floor, Room 3203, Huaqiao, Shenzhen, Guangdong, China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Policy of denial,"88 FR 70353, 10/11/23."
496,"CHINA, PEOPLE'S REPUBLIC OF","Hubei Guangxing Communications Technology Co., Ltd., a.k.a., the following one alias:
âState-owned 711 Factory.

 No. 287 Jiangjin West Road, Jingzhou City, Hubei, China.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 52901, 8/27/20."
497,"CHINA, PEOPLE'S REPUBLIC OF","Hui Tong Business Ltd., Huawei Base, Electrical Research Center, Shenzhen, China.","For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,"84 FR 22963, 5/21/19. 85 FR 29853, 5/19/20. 85 FR 36720, 6/18/20. 85 FR 51603, 8/20/20. 87 FR 6026, 2/3/22. 87 FR 55250, 9/9/22."
498,"CHINA, PEOPLE'S REPUBLIC OF","Huisui Zhang, Room 204, Building 25, FuRen Ming Yuan, ShengGu Bei Li, ChaoYang District, Beijing, China 100029.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"85 FR 83420, 12/22/20."
499,"CHINA, PEOPLE'S REPUBLIC OF","Hunan Goke Microelectronics, a.k.a., the following two aliases:
âHunan Guoke Microelectronics; and
âGuokewei.

 No. 9, South Section of Dongshi Road, Quantang Street, Changsha Economic and, Technological Development Zone, China; and, Room 812, 8th Floor, No. 1, No. 26 Jiannei Street, Dongcheng District, Beijing, China, and, 1305â1308, Building 1, Xunmei Technology Plaza, No. 8, Keyuan Road, Shenzhen, China.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 67319, 11/26/21."
500,"CHINA, PEOPLE'S REPUBLIC OF","HWA Create, 5/F, Xinshidai Building/New Era Mansion, 7 Huayuan Rd., Beijing, China; and No. B3 Huayuan Rd., Beijing, China, and Unit 1001â1002, 10F, Chinachem Building, 34â37 Connaught Rd., Hong Kong; and Unit A 5th Floor, Cheong Commercial Building, 19â25 Jervois St, Hong Kong; and Unit B, 6/F, Dah Sing Life Building, 99â1â5 Des Voeux Rd, Hong Kong.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"79 FR 36202, 6/26/14.
85 FR 83769, 12/23/20."
501,"CHINA, PEOPLE'S REPUBLIC OF","Hyper Systems Union Limited, Unit A1 7/F Cheuk Nang Plaza, 250 Hennessy Road, Wan Chai, Hong Kong; and Rm. 905 Workingberg Commercial Bldg. 41â47 Marble Road Wan Chai, Hong Kong; and Flat D, 14/F., On Fook Ind. Bldg. 41â45 Kwai Fung Crescent, Kwai Chung, N.T., Hong Kong.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21."
502,"CHINA, PEOPLE'S REPUBLIC OF","ICSOSO Electronics Co. Ltd., a.k.a., the following eight aliases:
âIC Soso Electronics Co. Ltd.;
âShenzhen Vic-zone Electronic Co Ltd;
âShenzhen Wangnianhua Electronics Co., Ltd;",,,"87 FR 38925, 6/30/22."
503,"CHINA, PEOPLE'S REPUBLIC OF","âVic-Zone Co., Limited;
âViczone Electronics Company Ltd.;
âViczone Technology Company Limited;
âVizo Group Limited (Hong Kong); and
âWeizhuo Group Co., Ltd. (Hong Kong).

 Unit 614, 6/F, Block A, Po Lung Center, 11 Wang Chiu Road, Kowloon, Hong Kong; and Rm. 311, 3/F, Genplas Industrial Building, 56 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong; and 26â38 Kwai Cheong Rd, Room 06 Block A 23/F, Hoover Industrial Building, Kwai Chung, N.T., Hong Kong; and Room 2405 Dynamic World Building, Zhonghang Road, Futian District, Shenzhen, China; and Room 2405 Dengcheng International, Zhonghang Road, Futian District, Shenzhen, China; and Zhong Road 30, Ping DiFu Ping, LongGang District, Shenzhen, China; and R1810 B Building Jiahe Tower No. 3006, Shennan Mid Rd, Shenzhen, China; and Unit C,D, 10/F, Shenmao Building, News Rd., Futian, Shenzhen, China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"87 FR 38925, 6/30/22.
88 FR 66273, 9/27/23."
504,"CHINA, PEOPLE'S REPUBLIC OF","IFLYTEK, National Intelligent Speech High-tech Industrialization Base, No. 666, Wangjiang Road West, Hefei City, Anhui Province, China.","For all items subject to the EAR. (See Â§Â§ 734.9(e) and 744.11 of the EAR)
4","Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR","84 FR 54004, 10/9/19.
85 FR 44159, 7/22/20.
87 FR 62202, 10/13/22."
505,"CHINA, PEOPLE'S REPUBLIC OF","IMAXChip, No. 59 King Yip Street, King Yip Factory Building, 5th Floor, Unit D5, Kwun Tong, Kowloon, Hong Kong; and Shennan Middle Road, International Culture Building, Room 2508B, Futian District, Shenzhen, Guangdong, China; and Kwun Tong Industrial Center Phase 3, 3rd Floor, Unit L, Kwun Tong, Kowloon, Hong Kong; and Nos. 436â446 Kwun Tong Road, 13th Floor, Unit A15, Kowloon, Hong Kong; and Shennan Road, Phoenix Building 2, Room 18E, Futian District, Shenzhen, Guangdong, 518000, China; and Lianqiu Building, No. 735 Renmin West Road, Wucheng District, Jinhua, Zhejiang, China; and Shenfang Building B3109, Futian District, Shenzhen, Guangdong, 518031, China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Policy of denial,"88 FR 70353, 10/11/23."
506,"CHINA, PEOPLE'S REPUBLIC OF","Infinity Wise Technology Limited, 7/F One Kowloon, 1 Wang Yuen Street, Kowloon Bay, Kowloon, Hong Kong; and Room 1213 Chui King House, Choi Hung Estate, Kowloon, Hong Kong (See alternate addresses under Taiwan).",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"81 FR 40178, 6/21/16.
85 FR 83769, 12/23/20."
507,"CHINA, PEOPLE'S REPUBLIC OF","Info Rank Technologies, Flat/Rm 1021, 10/F Ocean Centre, Harbour City, 5 Canton Road, TST Kowloon, Hong Kong, China.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 36499, 7/12/21."
508,"CHINA, PEOPLE'S REPUBLIC OF","Inner Mongolia First Machinery Group Co., Ltd. a.k.a. the following three aliases:
âChina North Industries Group Corporation Limited (NORINCO) 617 Factory;
âFIRMACO; and
âInner Mongolia One Machine.

 North Minzhu Road, Qingshan District, Baotou City, Inner Mongolia Autonomous Region, 014032 China.",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21."
509,"CHINA, PEOPLE'S REPUBLIC OF","Insight Electronics, No. 195 Keji Road, Room 12A06, Block A, Century Yi Yuan, Yanta District, Xi'an, Shaanxi, China; and Nos. 351 & 353 King's Road, Bank Tower, 3rd Floor, Flat 3B, North Point, Hong Kong.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Policy of denial,"88 FR 70353, 10/11/23."
510,"CHINA, PEOPLE'S REPUBLIC OF","Inspur Group Co., Ltd., a.k.a., the following two aliases:
âInspur Group; and
âIGL.

 No. 1036 Langchao Road, Jinan City, Shandong, China.","For all items subject to the EAR. (See Â§Â§ 734.9(e)(2) and 744.11 of the EAR)
 4",Presumption of denial,"88 FR 13675, 3/6/23."
511,"CHINA, PEOPLE'S REPUBLIC OF","Integrated Scientific Microwave Technology, a.k.a., the following one alias:
âISM Tech.

 Rm. 1014 Favor Industrial Centre, 2â6 Kin Hong Street Kwai Chung Hong Kong (see alternate address under Malaysia).",All items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"86 FR 71559, 12/17/21."
512,"CHINA, PEOPLE'S REPUBLIC OF","Intellifusion, a.k.a., the following two aliases:
âShenzhen Yuntian Lifei Technology Co., Ltd.;
âYuntian Lifei.

 1st Floor, Building 17, Shenzhen Dayun Software Town, 8288 Longgang Avenue, Yuanshan District, Longgang District, Shenzhen, China.","For all items subject to the EAR. (See Â§Â§ 734.9(e) and 744.11 of the EAR)
4","Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR","85 FR 34505, 6/5/20.
85 FR 44159, 7/22/20.
87 FR 62202, 10/13/22."
513,"CHINA, PEOPLE'S REPUBLIC OF","IS'Vision, a.k.a., the following six aliases:
âChengdu Yinchen Netcom Technology Co., Ltd;
âIsvision Tech;
âIsvision Technologies Co., Ltd.;
âShanghai Is'vision Co.;
âShanghai Isvision Technologies Co., Ltd.; and
âYinchen Technology.

 Building 3, No. 498, Guoshoujing Road, Pudong, Shanghai, China; and 4F, No. 9 Building of Pudong Software Park, 498 GuoShoujing Road, Shanghai, China.",For all items subject to the EAR. (See Â§ 744.11 of the EAR),"Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR","85 FR 34505, 6/5/20.
85 FR 44161, 7/22/20."
514,"CHINA, PEOPLE'S REPUBLIC OF","Jadeshine, R1102 B Tainyuangang Center, Dong San Bei Lu Bing 2, Chaoyang District, Beijing, China",For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,"78 FR 18811, 3/28/13."
