,_id,Entity,Name,Address,Type,Country,Federal Register citation,Effective Date,Year,License requirement,License review policy,Alternate Name,Subordinate
21,9e0c7ed4ff61dfa717bf69da7198788a7decf66dd42e2b00dd183268,"Kurshid Ghoura, a.k.a., the following two aliases:
âKurshed Ghoura; and
âKursheed Ghoura.

 127â128, Times Center, Saddar Road, Peshawar, Pakistan; and House Number 32, Fâ2, Khusal Khan Khattak Road, University Town, Peshawar, Pakistan. .",Kurshid Ghoura,NaN,Human,PAKISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
22,c91e1538552cc839789d0a8dae470871c6033adaf65186ab7f7efb8f,"Lapcom Computer Stores, A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan. .",Lapcom Computer Stores," A2 Ground Floor, City Computer Plaza, Shar-e-Naw, Kabul, Afghanistan. .",Firm,AFGHANISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
23,c91e1538552cc839789d0a8dae470871c6033adaf65186ab7f7efb8f,"Lapcom Computer Stores, 122, First Floor, Gul Haji Plaza, Peshawar, Pakistan. .",Lapcom Computer Stores," 122, First Floor, Gul Haji Plaza, Peshawar, Pakistan. .",Firm,PAKISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
24,1b5d453ba5e47d3a629994479eaa6f7a736134c0cc108262c9405d13,"Mohammad Jan Khan Mangal, Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Mohammad Jan Khan Mangal," Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Human,AFGHANISTAN,79 FR 44683,2014-08-01,2014,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
25,834dff2a6ec4a5f57173ba683ec98923726a9bf7998484cdaf9172cd,"Mohammad Jan Mangal Construction Company (MMCC), Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Mohammad Jan Mangal Construction Company (MMCC)," Kolola Pushta, Charahi Gul-e-Surkh, Kabul, Afghanistan; and Maidan Sahr, Hetefaq Market, Paktiya, Afghanistan.",Firm,AFGHANISTAN,79 FR 56003,2014-09-18,2014,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
26,ced8dfc40634421039e5cb66992831c8787eae8500e386e3176fd3d2,"Muhammad Halim Ghoura, 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan. .",Muhammad Halim Ghoura," 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan; and Flat No. 41 Block No. 24 Macroyan 3, Kabul, Afghanistan. .",Human,AFGHANISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
27,ced8dfc40634421039e5cb66992831c8787eae8500e386e3176fd3d2,"Muhammad Halim Ghoura, 127â128, Times Center, Saddar Road, Peshawar, Pakistan, and House Number 32, Fâ2, Khusal Khan Khattak Road, University Town, Peshawar, Pakistan. .",Muhammad Halim Ghoura," 127â128, Times Center, Saddar Road, Peshawar, Pakistan, and House Number 32, Fâ2, Khusal Khan Khattak Road, University Town, Peshawar, Pakistan. .",Human,PAKISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
28,369249e0a18f047a9f1e3ab8fb857444a4479c3ee6efcf3f13f1dc50,"Ologh Beg International Forwarders Ltd., 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan. .",Ologh Beg International Forwarders Ltd.," 501, 5th Floor, Amanullah Sancharaki Market Opp Chaman E Huzuri, Kabul, Afghanistan. .",Firm,AFGHANISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
29,369249e0a18f047a9f1e3ab8fb857444a4479c3ee6efcf3f13f1dc50,"Ologh Beg International Forwarders Ltd., 127â128, Times Center, Saddar Road, Peshawar, Pakistan; and House Number 32, Fâ2, Khusal Khan Khattak Road, University Town, Peshawar, Pakistan. .",Ologh Beg International Forwarders Ltd.," 127â128, Times Center, Saddar Road, Peshawar, Pakistan; and House Number 32, Fâ2, Khusal Khan Khattak Road, University Town, Peshawar, Pakistan. .",Firm,PAKISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
30,90fea67b974aa3c8a09094a1e04c740ffff9aa55ad96c13e96c89e3a,"Onyx Construction Company, Shahr-e-Now, Charahi Haji Yaqoub, In front of the AIB Bank, District 10, Kabul, Afghanistan; and Char Rahi Ansari, Toaward Kolola Poshta, Shar-Naw Kabul, Afghanistan 11496.",Onyx Construction Company," Shahr-e-Now, Charahi Haji Yaqoub, In front of the AIB Bank, District 10, Kabul, Afghanistan; and Char Rahi Ansari, Toaward Kolola Poshta, Shar-Naw Kabul, Afghanistan 11496.",Firm,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
31,92c1698d3af85fd581f1b9b0fc9323373d83bdcad22755c69ae3e80a,"Qazi Abdallah, a.k.a., the following four aliases:
âKhan Dilawar;
âIbrahim Valid Javaid;
âJawid, Sa'id Jan 'Abd-al-Salam; and
âIbrahim Walid

 Microrayan 3rd Apt. 45, Block No. 21, Kabul, Afghanistan.",Qazi Abdallah,NaN,Firm,AFGHANISTAN,76 FR 71869,2011-11-21,2011,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
32,2179d981d9c1c83a2fd85e5971b67610b73daa2731c13f93bc182021,"Triangle Technologies, Afghanistan.",Triangle Technologies, Afghanistan.,Firm,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
33,fe7c738e31d9f00517a4fef237e009e33115f8f87573cfb2c24f9411,"Wahab Karwan Construction Company (WKCC), Qabel Boy, Jalalabad Road, District 9, Kabul, Afghanistan.",Wahab Karwan Construction Company (WKCC)," Qabel Boy, Jalalabad Road, District 9, Kabul, Afghanistan.",Firm,AFGHANISTAN,79 FR 44683,2014-08-01,2014,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
34,8c01408c2f846d188516938cd2d6376d9c2d205d47c3fccb48159f87,"Zurmat Construction Company offices, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan; and Tarin Cot City, Afghanistan; and Behind UNAMA Office, Pir Bagh Office, Gardez, Afghanistan; and House No. 01, Street No. 01, Muhaqeq Road (Behind Pakistan and Turkish Embassies), Mazar-e-Sharif, Afghanistan; and Hazratan Street (Behind Jalalalabad Teaching Hospital), Jalalalabad, Afghanistan, and Aino Mena, Street No. 22 (Blue Color House Left Side of Road), Kandahar, Afghanistan.",Zurmat Construction Company offices," House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan; and Tarin Cot City, Afghanistan; and Behind UNAMA Office, Pir Bagh Office, Gardez, Afghanistan; and House No. 01, Street No. 01, Muhaqeq Road (Behind Pakistan and Turkish Embassies), Mazar-e-Sharif, Afghanistan; and Hazratan Street (Behind Jalalalabad Teaching Hospital), Jalalalabad, Afghanistan, and Aino Mena, Street No. 22 (Blue Color House Left Side of Road), Kandahar, Afghanistan.",Firm,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
35,f14aa55ee1d1bdf767f457ad75deefa37cea5839d3a02e4de4d370b6,"Zurmat Foundation, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir MuhammadâAkbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan.",Zurmat Foundation," House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan; and Wazir MuhammadâAkbar Khan, Kabul, Afghanistan; and Wazir Akbar Khan, District 10, Apartment 319, Kabul, Afghanistan.",Firm,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
36,81305acea1d45f303407892eda45f7f5c4685807da79d49caaf828f2,"Zurmat Group of Companies, House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan.",Zurmat Group of Companies," House No. 319, 10th Street Wazeer Akbar Khan, Kabul, Afghanistan.",Firm,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
37,5b83712d432446684353b6dd591f45001d70de0bda896a3d4b466983,"Zurmat Material Testing Laboratory, House 01, Street 01, Kart-e-3 (opposite of Habibia High School), Dar-ul-Aman Road, Kabul, Afghanistan; and House No. 02, Street No. 01, Kart-e-Malemin, Khandahar, Afghanistan.",Zurmat Material Testing Laboratory," House 01, Street 01, Kart-e-3 (opposite of Habibia High School), Dar-ul-Aman Road, Kabul, Afghanistan; and House No. 02, Street No. 01, Kart-e-Malemin, Khandahar, Afghanistan.",Research Institute,AFGHANISTAN,77 FR 25057,2012-04-27,2012,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
38,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina," Buenos Aires, Argentina.",Firm,ARGENTINA,85 FR 51603,2020-08-20,2020,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
39,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina," Buenos Aires, Argentina.",Firm,ARGENTINA,87 FR 6026,2022-02-03,2022,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
40,cb14c0040b220b9df556764d74ec215711312b3cda22760fa88ab7d5,"Huawei Cloud Argentina, Buenos Aires, Argentina.",Huawei Cloud Argentina," Buenos Aires, Argentina.",Firm,ARGENTINA,87 FR 55250,2022-09-09,2022,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
41,45f576914725e8f2d60cc6749cdb1aae0f3d6e26974218e4eef7fc72,"Aram Kocharyan, Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Aram Kocharyan," Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Human,ARMENIA,88 FR 85097,2023-12-07,2023,For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
42,531ff9b0033cb24b3245e805b54d8847e21db82d210bdc3605f54841,"Hermine Kocharyan, Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Hermine Kocharyan," Aram Khachatrian 12, Apt 93, Yerevan, 0015, Armenia.",Human,ARMENIA,88 FR 85097,2023-12-07,2023,For all items subject to the EAR (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
43,2772310c65a3511b88add0c44066064dbdac9bdbb4744243c4c47112,"Markel Closed Joint Stock Company (Markel CJSC),

 17, Apt 31, Mashtoc Avenue, Yerevan, Armenia, 375002; and 26 Dzorapi Street, Yerevan, 0015, Armenia",Markel Closed Joint Stock Company (Markel CJSC),"

 17, Apt 31, Mashtoc Avenue, Yerevan, Armenia, 375002; and 26 Dzorapi Street, Yerevan, 0015, Armenia",Firm,ARMENIA,84 FR 40241,2019-08-14,2019,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
44,9d1844ff5d949e84aac366c5e6efe69e808509bea7efcbcfed5d2d9d,"Tako LLC, the following one alias:
âTaco LLC.

 17 Garegin Nzhdehi Street, Shengavit, Yerevan, 0026, Armenia.",Tako LLC,NaN,Firm,ARMENIA,88 FR 23334,2023-04-17,2023,"For all items subject to the EAR (See Â§Â§ 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See Â§Â§ 746.8(b) and 744.21(e)",NaN,NaN
45,6953703dc400595f36f392a1d6df371ed29fef2700522da902dab6a9,"Vertir Airlines, 8/3 D Angaght Street, 376009, Yerevan, Armenia; and 54â100 Mamikonyan Str., Yerevan, Armenial 79, Armenia.",Vertir Airlines," 8/3 D Angaght Street, 376009, Yerevan, Armenia; and 54â100 Mamikonyan Str., Yerevan, Armenial 79, Armenia.",Firm,ARMENIA,78 FR 75463,2013-12-12,2013,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
46,056c0bb34a22fb04fd1da6d1d84339e1e73a44f805468229a2db3d28,"Yerevan Telecommunications Research Institute (YETRI) Closed Joint Stock Company (CJSC), 26, Dzorapy Street, 0015, Yerevan, Armenia",Yerevan Telecommunications Research Institute (YETRI) Closed Joint Stock Company (CJSC)," 26, Dzorapy Street, 0015, Yerevan, Armenia",Research Institute,ARMENIA,84 FR 40241,2019-08-14,2019,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
47,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,84 FR 43495,2019-08-21,2019,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
48,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,85 FR 29852,2020-05-19,2020,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
49,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,85 FR 36720,2020-06-18,2020,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
50,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,85 FR 51603,2020-08-20,2020,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
51,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,87 FR 6026,2022-02-03,2022,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
52,7823054bedcd6a1bb3f022fc10ba670dca7f2266bc51a4e08499eab3,"Huawei Technologies (Australia) Pty Ltd., L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Huawei Technologies (Australia) Pty Ltd.," L6 799 Pacific Hwy, Chatswood, New South Wales, 2067, Australia.",Firm,AUSTRALIA,87 FR 55250,2022-09-09,2022,"For all items subject to the EAR, see Â§Â§ 734.9(e)
1 and 744.11 of the EAR
2",Presumption of denial,NaN,NaN
53,ad057ebe4aa8aef6ecd6e46eedd9d0fd9d2411310416210d845a606e,"Gulf Gate Spedition GmbH, Aâ1040 Argentinierstrasse 35/6, Vienna, Austria.",Gulf Gate Spedition GmbH," Aâ1040 Argentinierstrasse 35/6, Vienna, Austria.",Firm,AUSTRIA,81 FR 40178,2016-06-21,2016,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
54,31d52f75cf07f4def95ba65549bbe22dfd35b7eb92fc57b76448c29d,"Marzoghi Ltd., 12-20 Albaba Building 119 Road 1507, Manama, Bahrain.",Marzoghi Ltd.," 12-20 Albaba Building 119 Road 1507, Manama, Bahrain.",Firm,BAHRAIN,84 FR 61541,2019-11-13,2019,For all items subject to the EAR. (See Â§ 744.11 of the EAR),Presumption of denial,NaN,NaN
