   1.0000000e+00   1.4051505e+00
   1.0000000e+00  -1.2490955e+00
   1.0000000e+00   2.2810231e+00
   1.0000000e+00  -1.4077139e+00
   1.0000000e+00   1.2655680e+00
   1.0000000e+00   3.0388456e-01
   1.0000000e+00  -2.8888380e-01
   1.0000000e+00  -1.4771664e+00
   1.0000000e+00   4.1952357e-01
   1.0000000e+00   1.3486613e-01
   1.0000000e+00   7.8395708e-01
   1.0000000e+00   1.1802038e-01
   1.0000000e+00   9.1742484e-02
   1.0000000e+00   1.9280416e+00
   1.0000000e+00   2.8746169e-01
   1.0000000e+00  -7.1471589e-02
   1.0000000e+00   1.1028807e-01
   1.0000000e+00   3.9414635e-01
   1.0000000e+00  -1.0991297e+00
   1.0000000e+00   1.0231341e+00
   1.0000000e+00   1.3704992e-02
   1.0000000e+00  -1.8029490e+00
   1.0000000e+00  -8.6656628e-01
   1.0000000e+00   1.1260834e+00
   1.0000000e+00  -1.5096169e+00
   1.0000000e+00   3.5030824e-01
   1.0000000e+00   4.8008962e-01
   1.0000000e+00   1.0461167e+00
   1.0000000e+00   1.0159043e+00
   1.0000000e+00   8.5313388e-02
   1.0000000e+00  -4.5180137e-01
   1.0000000e+00  -1.7291980e+00
   1.0000000e+00  -4.3912998e-01
   1.0000000e+00   1.8691133e+00
   1.0000000e+00   1.3779373e-01
   1.0000000e+00   8.4786772e-02
   1.0000000e+00   5.7912398e-02
   1.0000000e+00   1.2337724e+00
   1.0000000e+00   6.8882949e-02
   1.0000000e+00  -9.1765056e-02
   1.0000000e+00   3.0809090e-01
   1.0000000e+00   1.5744046e+00
   1.0000000e+00  -7.6798305e-01
   1.0000000e+00  -7.0233433e-01
   1.0000000e+00   3.9910792e-01
   1.0000000e+00   3.1555344e-01
   1.0000000e+00  -6.2749651e-01
   1.0000000e+00  -1.0814739e+00
   1.0000000e+00   1.0281704e+00
   1.0000000e+00  -5.9732261e-01
   1.0000000e+00   6.1063419e-01
   1.0000000e+00  -1.0064799e+00
   1.0000000e+00   8.3489681e-01
